# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.global.apply.state.to.project.ms,1717448994469000000,1717449038818000000,0
jps.load.project.to.empty.storage.ms,1717448994469000000,1717449038818000000,220
jps.global.handle.before.change.events.ms,1717448994469000000,1717449038818000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1717448994469000000,1717449038818000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1717448994469000000,1717449038818000000,9
workspaceModel.orphan.listener.update.ms,1717448994469000000,1717449038818000000,3
workspaceModel.moduleBridge.before.changed.ms,1717448994469000000,1717449038818000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1717448994469000000,1717449038818000000,0
jps.reload.project.entities.ms,1717448994469000000,1717449038818000000,0
jps.project.serializers.load.ms,1717448994469000000,1717449038818000000,126
jps.app.storage.content.reader.load.component.ms,1717448994469000000,1717449038818000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1717448994469000000,1717449038818000000,73
workspaceModel.mutableEntityStorage.resolve.ms,1717448994469000000,1717449038818000000,0
jps.library.entities.serializer.load.entities.ms,1717448994469000000,1717449038818000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1717448994469000000,1717449038818000000,5
jps.apply.loaded.storage.ms,1717448994469000000,1717449038818000000,340
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1717448994469000000,1717449038818000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1717448994469000000,1717449038818000000,0
jps.library.entities.serializer.save.entities.ms,1717448994469000000,1717449038818000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1717448994469000000,1717449038818000000,0
jps.global.handle.changed.events.ms,1717448994469000000,1717449038818000000,0
workspaceModel.sync.entities.ms,1717448994469000000,1717449038818000000,0
jps.artifact.entities.serializer.save.entities.ms,1717448994469000000,1717449038818000000,0
workspaceModel.mutableEntityStorage.instances.count,1717448994469000000,1717449038818000000,20
workspaceModel.delayed.project.synchronizer.sync.ms,1717448994469000000,1717449038818000000,0
jps.facet.change.listener.process.change.events.ms,1717448994469000000,1717449038818000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1717448994469000000,1717449038818000000,0
jps.save.global.entities.ms,1717448994469000000,1717449038818000000,3
jps.storage.jps.conf.reader.load.component.ms,1717448994469000000,1717449038818000000,14
workspaceModel.mutableEntityStorage.remove.entity.ms,1717448994469000000,1717449038818000000,0
workspaceModel.load.cache.metadata.from.file.ms,1717448994469000000,1717449038818000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1717448994469000000,1717449038818000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1717448994469000000,1717449038818000000,13
workspaceModel.moduleManagerBridge.newModule.ms,1717448994469000000,1717449038818000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1717448994469000000,1717449038818000000,5
workspaceModel.global.updates.ms,1717448994469000000,1717449038818000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1717448994469000000,1717449038818000000,734
jps.artifact.entities.serializer.load.entities.ms,1717448994469000000,1717449038818000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1717448994469000000,1717449038818000000,0
jps.load.initial.state.ms,1717448994469000000,1717449038818000000,21
workspaceModel.load.cache.from.file.ms,1717448994469000000,1717449038818000000,1
jps.global.get.library.ms,1717448994469000000,1717449038818000000,0
jps.global.get.library.by.name.ms,1717448994469000000,1717449038818000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1717448994469000000,1717449038818000000,22
jps.app.storage.content.writer.save.component.ms,1717448994469000000,1717449038818000000,0
jps.global.initialize.library.bridges.ms,1717448994469000000,1717449038818000000,0
workspaceModel.global.updates.count,1717448994469000000,1717449038818000000,0
workspaceModel.moduleBridge.update.option.ms,1717448994469000000,1717449038818000000,0
workspaceModel.do.save.caches.ms,1717448994469000000,1717449038818000000,252
jps.project.serializers.save.ms,1717448994469000000,1717449038818000000,1
jps.save.changed.project.entities.ms,1717448994469000000,1717449038818000000,1
jps.global.initialize.library.bridges.after.loading.ms,1717448994469000000,1717449038818000000,2
jps.module.iml.entities.serializer.load.entities.ms,1717448994469000000,1717449038818000000,75
jps.facet.change.listener.before.change.events.ms,1717448994469000000,1717449038818000000,1
jps.facet.change.listener.init.bridge.ms,1717448994469000000,1717449038818000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1717448994469000000,1717449038818000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1717448994469000000,1717449038818000000,4
workspaceModel.mutableEntityStorage.entities.ms,1717448994469000000,1717449038818000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1717448994469000000,1717449038818000000,0
workspaceModel.save.cache.to.file.ms,1717448994469000000,1717449038818000000,241
workspaceModel.moduleManagerBridge.create.module.instance.ms,1717448994469000000,1717449038818000000,0
jps.global.get.libraries.ms,1717448994469000000,1717449038818000000,1
jps.module.iml.entities.serializer.save.entities.ms,1717448994469000000,1717449038818000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1717448994469000000,1717449038818000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1717448994469000000,1717449038818000000,109
workspaceModel.check.recursive.update.ms,1717448994469000000,1717449038818000000,1
workspaceModel.initializing.ms,1717448994469000000,1717449038818000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1717448994469000000,1717449038818000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1717448994469000000,1717449038818000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1717448994469000000,1717449038818000000,0
workspaceModel.replace.project.model.ms,1717448994469000000,1717449038818000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1717448994469000000,1717449038818000000,0
workspaceModel.pre.handlers.ms,1717448994469000000,1717449038818000000,6
workspaceModel.cachedValue.clear.ms,1717448994469000000,1717449038818000000,6
workspaceModel.entityStorageSnapshotImpl.instances.count,1717448994469000000,1717449038818000000,12
workspaceModel.cachedValue.calculated.ms,1717448994469000000,1717449038818000000,18
workspaceModel.updates.count,1717448994469000000,1717449038818000000,1
workspaceModel.cachedValueWithParameters.total.get.ms,1717448994469000000,1717449038818000000,0
workspaceModel.workspaceFileIndexData.instances.count,1717448994469000000,1717449038818000000,1
workspaceModel.update.unloaded.entities.ms,1717448994469000000,1717449038818000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1717448994469000000,1717449038818000000,0
workspaceModel.cachedValue.total.get.ms,1717448994469000000,1717449038818000000,18
workspaceModel.updates.precise.ms,1717448994469000000,1717449038818000000,6
workspaceModel.loading.from.cache.ms,1717448994469000000,1717449038818000000,45
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1717448994469000000,1717449038818000000,0
workspaceModel.init.bridges.ms,1717448994469000000,1717449038818000000,2
workspaceModel.workspaceFileIndexData.markDirty.ms,1717448994469000000,1717449038818000000,0
workspaceModel.collect.changes.ms,1717448994469000000,1717449038818000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1717448994469000000,1717449038818000000,9
workspaceModel.to.snapshot.ms,1717448994469000000,1717449038818000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1717448994469000000,1717449038818000000,139
workspaceModel.full.replace.project.model.ms,1717448994469000000,1717449038818000000,268
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1717448994469000000,1717449038818000000,3
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1717448994469000000,1717449038818000000,3
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1717448994469000000,1717449038818000000,0
workspaceModel.workspaceFileIndexData.init.ms,1717448994469000000,1717449038818000000,8
workspaceModel.loading.total.ms,1717448994469000000,1717449038818000000,58
workspaceModel.cachedValue.from.cache.ms,1717448994469000000,1717449038818000000,0
workspaceModel.updates.ms,1717448994469000000,1717449038818000000,182
